form_number,PRN,CCATrank,DOB,10th_percentage,grad_percentage,pg_percentage,pre_ccat,DBMSTheory,DBMSLab,DBMSTotal,DBMSStatus,JavaTheory,JavaLab,JavaTotal,JavaStatus,PythonRTheory,PythonRLab,PythonRTotal,PythonRStatus,StatsTheory,StatsLab,StatsTotal,StatsStatus,DataVizTheory,DataVizLab,DataVizTotal,DataVizStatus,BigDataTheory,BigDataLab,BigDataTotal,BigDataStatus,LinuxCloudTheory,LinuxCloudLab,LinuxCloudTotal,LinuxCloudStatus,MLTheory,MLLab,MLTotal,MLStatus,Total,Percentage,Grade,Result,AptiGrade,ProjectGrade,Company_Name,Package,Higher_Edu_Percent,Is_Placed,branch_cleaned
210704884,2.10945E+11,3375,1998-06-09,88.8,63.71,,yes,35,49,84,P,33,46,79,P,30,44,74,P,28,48,76,P,31,50,81,P,33,50,83,P,30,40,70,P,32,44,76,P,623,77.875,A,Pass,B,A+,,,,No,Other
210706358,2.10945E+11,3079,1996-05-16,84.8,76.8,,yes,32,41,73,P,27,36,63,P,29,31,60,P,26,40,66,P,29,51,80,P,32,41,73,P,32,34,66,P,32,42,74,P,555,69.375,B,Pass,A,A,,,64.15,No,Electrical
210706867,2.10945E+11,3062,1996-11-17,79.09,55.3,72.78,no,31,45,76,P,25,47,72,P,29,50,79,P,25,46,71,P,27,43,70,P,33,46,79,P,27,43,70,P,29,36,65,P,582,72.75,A,Pass,B,A,,,68.0,No,Electrical
210710288,2.10945E+11,3339,1996-05-08,69.49,72.0,,yes,29,31,60,P,26,29,55,P,30,52,82,P,28,41,69,P,24,39,63,P,29,42,71,P,30,39,69,P,35,37,72,P,541,67.625,B,Pass,A,B,,,61.0,No,Computer
210701265,2.10945E+11,3019,1997-10-03,84.0,66.31,,no,30,41,71,P,30,51,81,P,30,53,83,P,28,50,78,P,27,50,77,P,32,47,79,P,29,45,74,P,32,48,80,P,623,77.875,A,Pass,A,A,,,77.54,No,Other
210708589,2.10945E+11,1958,1995-11-22,73.4,66.66,,no,28,35,63,P,35,49,84,P,32,44,76,P,32,41,73,P,29,51,80,P,31,51,82,P,35,38,73,P,35,53,88,P,619,77.375,A,Pass,B,A+,,,64.83,No,Electronics and Telecommunication
210700108,2.10945E+11,2726,1996-10-06,85.64,88.1,,yes,32,47,79,P,30,35,65,P,23,42,65,P,32,40,72,P,32,50,82,P,32,50,82,P,36,33,69,P,30,44,74,P,588,73.5,A,Pass,B,A,,,75.0,No,Electrical
210716402,2.10945E+11,2812,1995-01-25,93.45,68.93,,yes,24,24,48,P,24,24,48,P,21,25,46,P,27,30,57,P,28,27,55,P,27,28,55,P,30,28,58,P,29,25,54,P,421,52.625,C,Pass,A+,C,,,64.17,No,Civil
210714273,2.10945E+11,3089,1998-10-19,78.2,64.42,,no,29,51,80,P,26,43,69,P,23,54,77,P,23,47,70,P,24,58,82,P,29,54,83,P,31,43,74,P,29,31,60,P,595,74.375,A,Pass,A,A+,,,59.6,No,Electronics and Telecommunication
210701599,2.10945E+11,2770,1996-10-09,81.45,74.9,,yes,32,47,79,P,31,46,77,P,28,52,80,P,31,35,66,P,32,46,78,P,28,28,56,P,30,28,58,P,34,35,69,P,563,70.375,A,Pass,A,B,,,78.88,No,Other
210707894,2.10945E+11,3309,2000-01-04,76.8,69.57,,no,29,46,75,P,29,41,70,P,27,52,79,P,22,41,63,P,27,45,72,P,28,38,66,P,23,51,74,P,30,46,76,P,575,71.875,A,Pass,C,B,,,75.19,No,Computer
211206606,2.20345E+11,2917,1992-08-07,84.3,63.4,,no,34,42,76,P,27,49,76,P,23,40,63,P,28,47,75,P,32,36,68,P,34,32,66,P,27,45,72,P,22,42,64,P,560,70.0,A,Pass,A,A+,PivotRoots,,69.5,Yes,Civil
211200426,2.20345E+11,2463,1998-04-05,91.6,73.4,,no,30,26,56,P,21,41,62,P,23,30,53,P,22,40,62,P,26,33,59,P,28,24,52,P,19,33,52,P,19,33,52,P,448,56.0,C,Pass,B,B,TruCover,,84.91,Yes,Other
211202556,2.20345E+11,2781,1998-09-03,80.6,62.7,,no,33,34,67,P,27,51,78,P,28,41,69,P,27,41,68,P,31,34,65,P,33,24,57,P,23,39,62,P,24,51,75,P,541,67.625,B,Pass,B,A+,,,59.23,No,Electrical
220102886,2.20345E+11,2890,1995-06-08,81.28,62.0,,no,29,28,57,P,16,28,44,P,24,37,61,P,25,40,65,P,30,45,75,P,26,35,61,P,29,40,69,P,16,28,44,P,476,59.5,C,Pass,B,D,CRISIL,,62.8,Yes,Computer
211201523,2.20345E+11,2878,1994-06-10,87.64,68.9,,no,36,49,85,P,21,55,76,P,30,51,81,P,26,34,60,P,29,32,61,P,28,37,65,P,23,42,65,P,22,38,60,P,553,69.125,B,Pass,A,B,Delta,,82.17,Yes,Computer
211206773,2.20345E+11,2750,1997-10-26,85.45,65.65,,no,32,53,85,P,22,41,63,P,32,46,78,P,20,43,63,P,26,39,65,P,23,43,66,P,26,45,71,P,19,40,59,P,550,68.75,B,Pass,C,C,CRISIL,,73.54,Yes,Other
211205337,2.20345E+11,2927,1997-10-08,89.2,66.5,,no,28,48,76,P,16,33,49,P,31,40,71,P,27,43,70,P,23,32,55,P,29,27,56,P,24,39,63,P,19,30,49,P,489,61.125,B,Pass,A,C,LearningMate,,75.38,Yes,Mathematics
211205273,2.20345E+11,2690,1999-09-02,87.0,69.6,,no,31,32,63,P,21,29,50,P,30,36,66,P,24,43,67,P,25,42,67,P,30,27,57,P,19,46,65,P,21,33,54,P,489,61.125,B,Pass,C,C,LearningMate,,79.08,Yes,Other
211200935,2.20345E+11,3121,1999-08-13,75.0,77.0,,no,32,18,50,F,27,28,55,P,31,25,56,F,25,25,50,P,33,25,58,P,30,25,55,P,23,26,49,P,22,19,41,F,414,51.75,C,Fail,D,D,,,53.0,No,Other
220101509,2.20345E+11,3123,1997-04-07,77.0,65.42,,no,35,17,52,F,18,24,42,P,24,23,47,F,23,28,51,P,26,31,57,P,18,23,41,F,17,30,47,P,17,25,42,F,379,47.375,D,Fail,C,D,,,62.79,No,Mechanical
211200532,2.20345E+11,2997,1997-12-18,74.0,65.05,,no,28,46,74,P,23,31,54,P,30,44,74,P,28,31,59,P,31,30,61,P,31,26,57,P,17,41,58,P,19,43,62,P,499,62.375,B,Pass,A,B,KFin Technologies Limited,,61.02,Yes,Other
211205618,2.20345E+11,1785,1999-10-11,84.6,65.0,,no,31,35,66,P,27,44,71,P,29,38,67,P,25,39,64,P,33,42,75,P,30,30,60,P,28,44,72,P,21,34,55,P,530,66.25,B,Pass,B,B,NSE,,63.69,Yes,Other
211205599,2.20345E+11,1676,1999-04-15,77.6,62.49,,no,30,35,65,P,22,42,64,P,28,49,77,P,24,44,68,P,28,42,70,P,30,35,65,P,29,47,76,P,24,44,68,P,553,69.125,B,Pass,B,B,NSE INDIA,,65.88,Yes,Other
211202093,2.20345E+11,2255,1999-09-08,76.6,83.0,,no,32,40,72,P,29,53,82,P,30,47,77,P,26,50,76,P,33,44,77,P,32,51,83,P,29,51,80,P,22,53,75,P,622,77.75,A,Pass,C,A,"Morningstar, Inc.",,73.39,Yes,Electrical
220101599,2.20345E+11,2524,1994-05-05,81.53,57.51,,no,25,35,60,P,21,39,60,P,26,44,70,P,28,48,76,P,27,34,61,P,25,51,76,P,29,45,74,P,21,47,68,P,545,68.125,B,Pass,A+,A,Self Placed,,62.67,Yes,Other
220106960,2.20345E+11,2530,1996-07-30,89.27,59.92,,no,33,34,67,P,25,27,52,P,27,33,60,P,23,35,58,P,30,40,70,P,29,34,63,P,25,41,66,P,23,35,58,P,494,61.75,B,Pass,B,C,LearningMate,,66.0,Yes,Electronics and Telecommunication
211200829,2.20345E+11,2983,1997-11-17,82.73,73.19,,no,31,42,73,P,17,46,63,P,30,41,71,P,25,35,60,P,32,33,65,P,27,41,68,P,30,36,66,P,24,40,64,P,530,66.25,B,Pass,A,B,CRISIL,,72.24,Yes,Mechanical
211206502,2.20345E+11,1906,1998-12-23,79.0,64.28,,no,25,33,58,P,18,47,65,P,28,45,73,P,16,35,51,P,27,27,54,P,26,25,51,P,23,39,62,P,19,42,61,P,475,59.375,C,Pass,B,B,GODIGITAL,,56.0,Yes,Computer
220600733,2.20945E+11,438,,87.27,56.23,,yes,27,41,68,P,27,49,76,P,22,47,69,P,22,44,66,P,27,34,61,P,35,28,63,P,30,44,74,P,29,46,75,P,552,69.0,B,Pass,B,B,,,63.6,No,Electronics and Telecommunication
220711655,2.20945E+11,2276,1994-08-22,93.45,67.75,,no,29,33,62,P,31,37,68,P,26,48,74,P,23,48,71,P,29,42,71,P,37,34,71,P,34,37,71,P,33,52,85,P,573,71.625,A,Pass,A,B,,,70.33,No,Electronics and Telecommunication
220706160,2.20945E+11,2604,1999-07-12,85.6,73.3,,yes,28,27,55,P,20,41,61,P,27,36,63,P,24,44,68,P,31,38,69,P,31,26,57,P,31,38,69,P,31,39,70,P,512,64.0,B,Pass,A+,B,Celebal technologies,,75.23,Yes,Mechanical
220602930,2.20945E+11,2810,1989-08-26,62.13,59.93,,yes,30,32,62,P,23,44,67,P,20,35,55,P,16,33,49,P,27,38,65,P,36,29,65,P,35,49,84,P,33,38,71,P,518,64.75,B,Pass,A+,B,,,53.0,No,Mechanical
220703198,2.20945E+11,2673,1998-03-03,69.45,63.23,,yes,29,28,57,P,18,35,53,P,26,29,55,P,19,45,64,P,30,38,68,P,37,25,62,P,36,31,67,P,35,40,75,P,501,62.625,B,Pass,B,B,self placed Knight fintech,,54.77,Yes,Mechanical
220707552,2.20945E+11,2595,1999-01-30,80.0,70.15,,no,26,24,50,P,17,37,54,P,21,26,47,P,23,25,48,P,27,24,51,P,26,24,50,P,29,36,65,P,31,26,57,P,422,52.75,C,Pass,C,C,,,60.0,No,Civil
220709380,2.20945E+11,2032,1999-08-01,83.4,61.62,,no,27,24,51,P,21,36,57,P,24,35,59,P,16,29,45,P,29,40,69,P,35,34,69,P,36,44,80,P,29,25,54,P,484,60.5,B,Pass,C,C,,,61.54,No,Mechanical
220704799,2.20945E+11,2748,1993-08-20,73.23,56.75,,no,29,37,66,P,26,34,60,P,22,31,53,P,22,29,51,P,31,29,60,P,28,37,65,P,30,38,68,P,30,25,55,P,478,59.75,C,Pass,B,C,,,50.33,No,Mechanical
220608402,2.20945E+11,2593,1998-08-17,83.8,84.6,80.1,no,30,38,68,P,31,46,77,P,22,49,71,P,27,50,77,P,31,40,71,P,35,35,70,P,31,48,79,P,33,43,76,P,589,73.625,A,Pass,A,A,Thyrocare,,83.58,Yes,Civil
220707834,2.20945E+11,1831,1994-12-23,88.0,61.0,,yes,30,40,70,P,26,50,76,P,18,34,52,P,23,33,56,P,30,36,66,P,36,27,63,P,33,40,73,P,32,32,64,P,520,65.0,B,Pass,A,C,KFintech,,53.0,Yes,Electronics and Telecommunication
220703728,2.20945E+11,2269,2000-01-26,94.8,84.2,,no,31,38,69,P,32,56,88,P,27,57,84,P,29,52,81,P,33,34,67,P,35,41,76,P,33,56,89,P,31,51,82,P,636,79.5,A,Pass,B,B,Celebal technologies,,76.92,Yes,Other
220603571,2.20945E+11,2588,1994-02-09,72.73,68.9,,yes,24,24,48,P,26,33,59,P,21,33,54,P,22,29,51,P,26,30,56,P,34,24,58,P,28,32,60,P,25,27,52,P,438,54.75,C,Pass,C,B,,,62.83,No,Electrical
220604346,2.20945E+11,2317,1998-09-23,90.0,73.9,,no,33,43,76,P,29,47,76,P,28,41,69,P,20,48,68,P,27,42,69,P,36,34,70,P,35,44,79,P,30,50,80,P,587,73.375,A,Pass,A,A+,Deutsche bank,,76.62,Yes,Electronics and Telecommunication
220604822,2.20945E+11,2486,1998-12-06,89.8,60.62,,no,28,31,59,P,19,44,63,P,26,42,68,P,21,45,66,P,29,33,62,P,37,36,73,P,34,38,72,P,33,41,74,P,537,67.125,B,Pass,B,A,,,,No,Instrumentation
220702740,2.20945E+11,2946,1998-12-24,95.2,70.62,,yes,30,35,65,P,27,40,67,P,25,33,58,P,18,42,60,P,30,44,74,P,38,35,73,P,34,47,81,P,32,44,76,P,554,69.25,B,Pass,A,A+,RBHU,,80.15,Yes,Mechanical
220712876,2.20945E+11,2826,1996-11-08,86.73,69.35,,yes,33,53,86,P,29,47,76,P,27,45,72,P,28,46,74,P,33,39,72,P,34,39,73,P,31,56,87,P,38,50,88,P,628,78.5,A,Pass,B,A+,Algoquant,,62.0,Yes,Electrical
220603530,2.20945E+11,1847,1997-02-02,94.0,74.0,,no,31,39,70,P,29,41,70,P,20,30,50,P,20,31,51,P,30,29,59,P,35,37,72,P,32,46,78,P,23,38,61,P,511,63.875,B,Pass,B,B,,,65.0,No,Electronics and Telecommunication
220600231,2.20945E+11,2902,1996-10-15,55.82,67.36,,no,29,38,67,P,24,34,58,P,28,39,67,P,29,36,65,P,26,32,58,P,31,34,65,P,34,37,71,P,31,47,78,P,529,66.125,B,Pass,B,A,,,60.29,No,Electrical
220600231,2.20945E+11,2902,1996-10-15,55.0,73.0,,no,29,38,67,P,24,34,58,P,28,39,67,P,29,36,65,P,26,32,58,P,31,34,65,P,34,37,71,P,31,47,78,P,529,66.125,B,Pass,B,A,,,60.29,No,Electrical
220701672,2.20945E+11,1975,2000-03-16,76.4,64.7,,no,28,26,54,P,17,29,46,P,22,38,60,P,22,39,61,P,27,39,66,P,33,28,61,P,34,52,86,P,25,37,62,P,496,62.0,B,Pass,C,B,,,74.31,No,Electronics and Telecommunication
220600416,2.20945E+11,2177,1992-10-25,77.38,62.66,,yes,31,37,68,P,22,41,63,P,23,29,52,P,23,34,57,P,30,40,70,P,36,28,64,P,34,46,80,P,35,34,69,P,523,65.375,B,Pass,B,B,,,55.71,No,Civil
220602110,2.20945E+11,2800,1997-08-12,72.18,67.7,,yes,26,24,50,P,23,31,54,P,20,25,45,P,24,25,49,P,29,33,62,P,30,24,54,P,35,38,73,P,31,29,60,P,447,55.875,C,Pass,B,A,,,60.59,No,Mechanical
220607499,2.20945E+11,2920,1999-08-14,80.8,69.64,,no,31,37,68,P,25,42,67,P,25,55,80,P,23,47,70,P,33,39,72,P,35,38,73,P,33,39,72,P,23,54,77,P,579,72.375,A,Pass,A,A+,AnkerCloud,,67.44,Yes,Other
220601584,2.20945E+11,2343,1996-11-16,66.5,62.56,80.3,no,28,32,60,P,23,43,66,P,27,28,55,P,26,39,65,P,29,33,62,P,33,36,69,P,35,43,78,P,35,46,81,P,536,67.0,B,Pass,B,B,,,57.6,No,Electrical
220710955,2.20945E+11,2004,1999-03-25,78.8,76.85,,no,30,26,56,P,23,34,57,P,22,27,49,P,25,30,55,P,36,36,72,P,34,32,66,P,30,30,60,P,27,25,52,P,467,58.375,C,Pass,A,B,,,64.8,No,Mechanical
220600149,2.20945E+11,2764,1999-08-05,81.6,67.6,,no,30,41,71,P,28,44,72,P,25,42,67,P,24,45,69,P,31,34,65,P,35,37,72,P,31,36,67,P,28,52,80,P,563,70.375,A,Pass,A,A+,K Fintech,,73.38,Yes,Computer
220702559,2.20945E+11,1948,1999-09-04,80.8,71.0,,yes,33,38,71,P,33,47,80,P,25,36,61,P,29,42,71,P,30,34,64,P,35,39,74,P,30,41,71,P,36,48,84,P,576,72.0,A,Pass,B,A,Applied cloud computing,,58.77,Yes,Mechanical
220705367,2.20945E+11,2434,1996-10-05,90.91,64.8,,no,31,39,70,P,31,38,69,P,22,38,60,P,27,48,75,P,29,35,64,P,36,35,71,P,32,32,64,P,36,48,84,P,557,69.625,B,Pass,B,A,MPokket,,76.62,Yes,Electrical
220708967,2.20945E+11,2382,1998-05-31,79.8,79.7,,yes,31,38,69,P,31,44,75,P,20,33,53,P,22,35,57,P,27,32,59,P,34,24,58,P,33,41,74,P,34,34,68,P,513,64.125,B,Pass,A,B,,,90.8,No,Mechanical
220601484,2.20945E+11,2287,1997-04-23,70.36,43.44,73.19,no,30,50,80,P,24,50,74,P,25,51,76,P,29,52,81,P,30,44,74,P,36,41,77,P,36,40,76,P,35,56,91,P,629,78.625,A,Pass,A,A+,AnkerCloud,,51.08,Yes,Mathematics
220603437,2.20945E+11,328,1996-03-31,94.55,66.56,,yes,28,25,53,P,22,33,55,P,23,29,52,P,28,43,71,P,26,29,55,P,35,32,67,P,34,34,68,P,34,49,83,P,504,63.0,B,Pass,A+,A,,,75.83,No,Mechanical
220711963,2.20945E+11,2154,1990-12-11,65.84,62.2,,no,27,24,51,P,30,31,61,P,22,26,48,P,23,33,56,P,34,28,62,P,32,24,56,P,28,29,57,P,29,24,53,P,444,55.5,C,Pass,C,B,,,44.67,No,Mechanical
220604254,2.20945E+11,2729,1999-04-06,55.1,78.7,,no,26,35,61,P,27,32,59,P,18,35,53,P,22,40,62,P,29,29,58,P,33,31,64,P,33,29,62,P,29,25,54,P,473,59.125,C,Pass,C,B,,,57.0,No,Computer
220712485,2.20945E+11,2421,1999-10-10,92.8,77.0,,no,28,40,68,P,26,43,69,P,25,46,71,P,19,54,73,P,31,44,75,P,31,33,64,P,26,42,68,P,32,52,84,P,572,71.5,A,Pass,A,B,,,65.08,No,Civil
220600397,2.20945E+11,2983,1999-10-08,75.2,80.5,,yes,26,27,53,P,26,27,53,P,23,27,50,P,26,24,50,P,27,35,62,P,35,24,59,P,30,24,54,P,27,37,64,P,445,55.625,C,Pass,C,C,,,52.92,No,Mechanical
220600288,2.20945E+11,63,1999-04-26,96.0,61.8,,no,35,53,88,P,29,52,81,P,26,52,78,P,30,56,86,P,27,38,65,P,32,44,76,P,32,38,70,P,31,49,80,P,624,78.0,A,Pass,A+,A,Spark Lalbs,,92.77,Yes,Mechanical
220700384,2.20945E+11,839,1996-03-31,88.36,59.11,,no,26,26,52,P,24,42,66,P,22,42,64,P,25,32,57,P,31,31,62,P,34,30,64,P,33,45,78,P,28,40,68,P,511,63.875,B,Pass,C,B,,,66.46,No,Mechanical
220601949,2.20945E+11,2347,1996-08-08,70.0,63.9,,no,26,26,52,P,21,37,58,P,24,35,59,P,16,36,52,P,31,29,60,P,35,32,67,P,25,43,68,P,30,45,75,P,491,61.375,B,Pass,B,B,,,54.0,No,Mechanical
220708029,2.20945E+11,2252,1997-10-07,80.0,74.76,,no,30,36,66,P,23,32,55,P,21,29,50,P,20,43,63,P,31,29,60,P,35,37,72,P,34,56,90,P,31,46,77,P,533,66.625,B,Pass,B,B,,,60.61,No,Mechanical
220604748,2.20945E+11,1657,1996-12-01,93.27,58.85,,yes,31,46,77,P,28,52,80,P,26,45,71,P,26,47,73,P,31,49,80,P,33,40,73,P,35,57,92,P,30,43,73,P,619,77.375,A,Pass,A,A,RBHU,,81.08,Yes,Civil
220606836,2.20945E+11,1845,1998-11-25,85.5,79.2,,no,34,28,62,P,29,54,83,P,25,57,82,P,26,51,77,P,33,37,70,P,32,46,78,P,34,42,76,P,32,47,79,P,607,75.875,A,Pass,A,A+,RBHU,,76.62,Yes,Mechanical
220603345,2.20945E+11,2572,1995-11-06,79.8,76.9,,no,31,29,60,P,21,36,57,P,24,46,70,P,28,42,70,P,31,48,79,P,37,31,68,P,30,49,79,P,28,24,52,P,535,66.875,B,Pass,B,A,self placed,,59.9,Yes,Computer
220708028,2.20945E+11,1898,1999-07-08,83.8,63.1,,no,34,48,82,P,31,45,76,P,23,43,66,P,23,52,75,P,20,35,55,P,34,37,71,P,31,30,61,P,31,41,72,P,558,69.75,B,Pass,B,A+,Axis Bank,,68.3,Yes,Electronics and Telecommunication
220700086,2.20945E+11,2296,1998-06-18,78.0,78.0,,yes,28,44,72,P,25,36,61,P,20,43,63,P,20,24,44,P,29,28,57,P,35,36,71,P,29,34,63,P,29,26,55,P,486,60.75,B,Pass,B,B,,,73.0,No,Computer
220700380,2.20945E+11,2006,1996-07-20,71.16,75.83,,no,31,31,62,P,27,44,71,P,25,36,61,P,22,46,68,P,34,32,66,P,29,40,69,P,31,40,71,P,29,54,83,P,551,68.875,B,Pass,A,B,Infobell,,81.0,Yes,Electrical
220710902,2.20945E+11,2547,1999-04-08,83.6,91.5,,no,30,36,66,P,28,46,74,P,24,41,65,P,25,54,79,P,31,42,73,P,35,33,68,P,32,37,69,P,28,50,78,P,572,71.5,A,Pass,A,B,Celebal Technologies,,81.4,Yes,Civil
220710802,2.20945E+11,2997,1997-09-13,96.73,62.31,,no,32,37,69,P,23,30,53,P,22,28,50,P,23,50,73,P,30,41,71,P,33,38,71,P,29,41,70,P,29,38,67,P,524,65.5,B,Pass,B,B,,,84.77,No,Mechanical
220601662,2.20945E+11,3045,1997-06-14,89.09,61.7,,no,31,47,78,P,31,51,82,P,26,53,79,P,27,52,79,P,30,48,78,P,32,54,86,P,34,55,89,P,31,51,82,P,653,81.625,A,Pass,A,A+,CDAC Mumbai,,93.69,Yes,Electronics and Telecommunication
220602112,2.20945E+11,2819,1995-11-23,87.0,72.6,,no,29,49,78,P,27,42,69,P,28,37,65,P,27,47,74,P,24,49,73,P,31,39,70,P,28,40,68,P,29,39,68,P,565,70.625,A,Pass,A,A+,RBHU,,83.6,Yes,Civil
220710391,2.20945E+11,2352,1995-08-15,93.1,76.2,,no,37,48,85,P,32,53,85,P,24,56,80,P,27,52,79,P,29,39,68,P,37,49,86,P,36,50,86,P,35,58,93,P,662,82.75,A,Pass,A,A,opted out,,71.83,Yes,Electronics and Telecommunication
220600277,2.20945E+11,2786,2000-08-19,72.0,69.0,,no,31,48,79,P,31,47,78,P,25,36,61,P,27,40,67,P,31,41,72,P,37,37,74,P,35,44,79,P,34,25,59,P,569,71.125,A,Pass,B,A,xenonstack,,76.0,Yes,Mechanical
220604308,2.20945E+11,1985,1996-05-25,90.73,61.41,,no,31,42,73,P,27,48,75,P,25,37,62,P,20,41,61,P,26,36,62,P,33,32,65,P,34,50,84,P,30,51,81,P,563,70.375,A,Pass,B,A+,Teamnest,,77.0,Yes,Electronics and Telecommunication
220606960,2.20945E+11,3044,1991-12-07,85.23,63.73,,no,27,24,51,P,17,35,52,P,19,31,50,P,22,35,57,P,26,44,70,P,35,31,66,P,35,49,84,P,29,26,55,P,485,60.625,B,Pass,A,B,,,71.17,No,Electronics and Telecommunication
220705999,2.20945E+11,2299,1996-08-30,95.0,84.5,,no,38,47,85,P,24,51,75,P,25,39,64,P,21,46,67,P,27,32,59,P,33,44,77,P,34,49,83,P,27,50,77,P,587,73.375,A,Pass,A,A,Infobell,,78.4,Yes,Computer
220700019,2.20945E+11,Other,1992-07-16,77.16,77.38,,no,33,39,72,P,25,44,69,P,25,31,56,P,27,46,73,P,31,35,66,P,33,40,73,P,36,47,83,P,34,46,80,P,572,71.5,A,Pass,A,A,,,80.6,No,Mechanical
220600230,2.20945E+11,2903,1997-02-10,78.0,65.1,,yes,34,33,67,P,23,29,52,P,18,28,46,P,17,31,48,P,31,37,68,P,35,26,61,P,31,46,77,P,33,35,68,P,487,60.875,B,Pass,B,B,Axis bank,,62.0,Yes,Computer
220604553,2.20945E+11,3020,1999-07-22,92.0,80.0,80.95,yes,26,40,66,P,20,36,56,P,20,30,50,P,20,45,65,P,29,32,61,P,30,34,64,P,27,33,60,P,33,43,76,P,498,62.25,B,Pass,A,B,,,74.92,No,Other
220701081,2.20945E+11,2785,1996-08-03,81.64,63.8,,no,35,52,87,P,28,46,74,P,23,43,66,P,23,39,62,P,29,41,70,P,38,44,82,P,30,40,70,P,30,47,77,P,588,73.5,A,Pass,A,A,self placed,,73.88,Yes,Electronics and Telecommunication
220710694,2.20945E+11,2520,1999-10-04,77.4,80.4,,no,32,24,56,P,30,24,54,P,24,24,48,P,20,24,44,P,27,37,64,P,37,25,62,P,35,31,66,P,34,24,58,P,452,56.5,C,Pass,C,C,,,57.4,No,Mechanical
220701080,2.20945E+11,2491,,79.82,61.06,,no,34,35,69,P,28,54,82,P,24,54,78,P,19,42,61,P,30,31,61,P,37,35,72,P,28,56,84,P,33,51,84,P,591,73.875,A,Pass,A,A,Algoquant,,59.38,Yes,Electronics and Telecommunication
220606772,2.20945E+11,2135,1995-12-17,81.64,59.28,,no,30,47,77,P,31,47,78,P,21,44,65,P,25,44,69,P,30,39,69,P,37,33,70,P,29,47,76,P,25,47,72,P,576,72.0,A,Pass,A+,A,Celebal Technologies,,68.0,Yes,Electrical
221206375,2.30345E+11,2391,1995-01-23,88.0,63.4,,no,A,37,37,F,A,54,54,F,A,48,48,F,A,37,37,F,A,A,0,F,A,A,0,F,A,33,33,F,A,A,0,F,209,26.125,F,Fail,Absent,Absent,,,,No,Computer
230107038,2.30345E+11,1447,1998-10-27,78.0,66.78,,no,20,38,58,P,22,35,57,P,17,29,46,P,11,33,44,F,18,35,53,P,17,31,48,P,19,33,52,P,22,41,63,P,421,52.625,,Fail,B,C,,,69.4,No,Mechanical
221205327,2.30345E+11,2491,1997-07-08,88.8,66.5,,no,23,39,62,P,28,37,65,P,22,44,66,P,18,44,62,P,30,40,70,P,20,36,56,P,23,40,63,P,23,38,61,P,505,63.125,B,Pass,A,C,Axis My India,,77.69,Yes,Computer
221202347,2.30345E+11,317,1996-05-13,90.18,79.78,,yes,31,42,73,P,31,42,73,P,27,52,79,P,22,49,71,P,27,47,74,P,23,50,73,P,28,47,75,P,23,43,66,P,584,73.0,A,Pass,A,A,Neiron,,69.23,Yes,Electrical
230104502,2.30345E+11,1462,1997-09-04,87.45,66.98,,yes,26,37,63,P,21,44,65,P,19,46,65,P,21,49,70,P,29,35,64,P,23,37,60,P,22,46,68,P,22,39,61,P,516,64.5,B,Pass,B,C,,,73.38,No,Mechanical
221201395,2.30345E+11,2594,1998-03-18,82.8,75.7,,yes,25,37,62,P,24,36,60,P,20,33,53,P,23,41,64,P,26,40,66,P,22,48,70,P,18,32,50,P,22,42,64,P,489,61.125,B,Pass,C,A,Learning Mate,,60.15,Yes,Mechanical
221207871,2.30345E+11,2141,1999-08-31,86.0,67.4,,yes,24,36,60,P,24,41,65,P,19,43,62,P,18,33,51,P,25,35,60,P,24,36,60,P,24,43,67,P,25,43,68,P,493,61.625,B,Pass,C,B,,,66.62,No,Chemical
230101111,2.30345E+11,2091,2000-12-12,94.6,85.0,,no,25,37,62,P,20,42,62,P,19,44,63,P,23,41,64,P,30,46,76,P,28,44,72,P,24,31,55,P,26,39,65,P,519,64.875,B,Pass,A,B,Learning Mate,,83.0,Yes,Mechanical
221205120,2.30345E+11,2718,1999-05-03,85.0,72.2,,yes,29,34,63,P,22,39,61,P,19,45,64,P,23,44,67,P,31,44,75,P,21,54,75,P,20,35,55,P,20,44,64,P,524,65.5,B,Pass,B,A,,,73.54,No,Other
230102491,2.30345E+11,1282,2001-02-09,89.8,78.35,,no,25,39,64,P,31,46,77,P,28,49,77,P,25,52,77,P,31,42,73,P,26,47,73,P,19,32,51,P,28,38,66,P,558,69.75,B,Pass,B,B,NeoSoft,,80.31,Yes,Computer
230102871,2.30345E+11,1117,1998-12-22,95.0,80.22,82.6,no,28,32,60,P,25,42,67,P,21,39,60,P,21,44,65,P,30,41,71,P,22,36,58,P,18,31,49,P,22,36,58,P,488,61.0,B,Pass,A,B,self placed -Advarisk,,89.8,Yes,Other
221204315,2.30345E+11,2480,1999-08-30,91.0,75.0,,no,20,48,68,P,22,37,59,P,20,41,61,P,22,41,63,P,30,45,75,P,26,47,73,P,21,34,55,P,22,35,57,P,511,63.875,B,Pass,A+,B,Learning Mate,,83.8,Yes,Electronics and Telecommunication
221202427,2.30345E+11,1836,1999-02-06,85.2,58.4,,no,23,39,62,P,23,39,62,P,25,46,71,P,21,38,59,P,23,37,60,P,19,33,52,P,20,30,50,P,21,30,51,P,467,58.375,C,Pass,A,B,,,63.23,No,Mechanical
